WELL,DESCRIPTION,Date
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-12
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-13
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-14
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-15
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-16
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-17
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-18
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-19
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-20
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-21
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-22
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-23
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-24
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-25
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-26
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-27
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-28
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-29
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-30
W-B-21L,Well quit,2022-09-25
W-B-21L,Well quit,2022-09-25
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-13
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-14
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-15
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-16
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-17
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-23
W-C-29,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-31
W-C-29,Well quit,2019-06-27
W-C-29,Well quit,2019-06-28
W-C-29,Well Quit. Gas lift optimization,2019-08-19
W-C-29,Well Quit. Gas lift optimization,2019-08-20
W-C-29,Well shut in due to SSV tripped,2019-02-15
W-C-29,Well Quit. Gas lift optimization,2019-09-07
W-C-29,Well Quit. Equalize SCSSV,2019-09-08
W-C-29,Well Quit. Gas lift optimization,2019-09-19
W-C-29,Well Quit. Gas lift optimization,2019-09-20
W-C-29,Well Quit,2019-10-16
W-C-29,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-15
W-C-29,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-C-29,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-C-29,Well shut in due to SSV tripped. Rectified and well BOL,2020-01-21
W-C-29,Well shut in due to SSV tripped. Rectified and well BOL,2020-01-22
W-C-29,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-C-29,Well dies off due to WHCP level loss,2020-02-04
W-C-29,Well dies off due to WHCP level loss,2020-02-05
W-C-29,Well dies off due to WHCP level loss,2020-02-06
W-C-29,Well dies off due to WHCP level loss,2020-02-14
W-C-29,Well Quit,2020-02-20
W-C-29,Well Quit,2020-03-07
W-C-29,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-C-29,Well Quit,2020-03-13
W-C-29,Well Quit,2020-03-27
W-C-29,Well Quit,2020-03-28
W-C-29,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-C-29,Well quit,2020-04-01
W-C-29,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-C-29,Well quit,2020-04-25
W-C-29,Well quit,2020-04-26
W-C-29,GCM3 tripped due to FG to GCM3 temperature low caused by HX6061 controller/PLC problem.,2020-04-30
W-C-29,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-C-29,Found well quit. Kick off and resume flow.,2020-05-09
W-C-29,Found well quit. Kick off and resume flow.,2020-05-10
W-C-29,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",2020-05-12
W-C-29,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,2020-05-14
W-C-29,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-C-29,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-C-29,"DLC experienced process shutdown due to PSHH-1130 triggered in view of sudden pressure from venting activity during depressurization of receiver barrel. Uncontrolled opening of the globe valve, coupled with no pressure indication at DCS for monitoring, are found to be the root cause.",2020-06-22
W-C-29,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-C-29,"GCM3 shutdown due to low fuel gas temperature. Low temperature not genuine. Upon investigation, RTD cable found loose at heater HX-6061. Rectification complete and BOL.",2020-06-27
W-C-29,"GCM3 shutdown due to low fuel gas temperature. Low temperature not genuine. Upon investigation, RTD cable found loose at heater HX-6061. Rectification complete and BOL.",2020-06-28
W-C-29,Well quit. Kick off and resume flowing.,2020-07-02
W-C-29,Well quit. Kick off and resume flowing.,2020-07-04
W-C-29,"GCM3 tripped on LPC suction header gas pressure high. Not genuine. Upon investigation, found switch faulty.",2020-07-09
W-C-29,Well quit. Kick off and resume flowing.,2020-07-11
W-C-29,Well quit. Kick off and resume flowing.,2020-07-12
W-C-29,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-C-29,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-14
W-C-29,"GCM3 tripped on IO module fault. Upon investigation, found data cable was loose. Replugged the terminal and locked the position. BOL GCM3 and resume production.",2020-07-19
W-C-29,Well quit. Kick off and resume flowing.,2020-07-22
W-C-29,Well quit. Kick off and resume flowing.,2020-07-23
W-C-29,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-C-29,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-25
W-C-29,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-26
W-C-29,Well quit. Kick off and resume flowing.,2020-07-29
W-C-29,Well quit. Kick off and resume flowing.,2020-07-30
W-C-29,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-C-29,Well Quit.,2020-08-18
W-C-29,Well Quit.,2020-08-19
W-C-29,Well Quit.,2020-08-20
W-C-29,Well Quit.,2020-08-22
W-C-29,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-C-29,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-C-29,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-C-29,Well Quit. ,2020-09-06
W-C-29,Well Quit. ,2020-09-07
W-C-29,Well Quit. ,2020-09-08
W-C-29,"DLC stop and depressurize gaslift header due to slight gas release at 2"" flange line #150-G-F1-C101. Suspected not following installation procedure during replacement.",2020-09-24
W-C-29,Well Quit. ,2020-09-27
W-C-29,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-01
W-C-29,GCM#3 tripped due to PZAHH-2438 triggered at DCS. (HH at 2999 kPag),2020-10-05
